n/a,"Sachin is the best cricketer in the world but I hate cricket. So, I",n/a,am not a big fan of Sachin .,am the biggest fan of Sachin .,adore Sachin.,love Sachin.
n/a,Sam gets a a kick out of teasing his brother. Sam,n/a,enjoys teasing his brother.,gets kicked by his brother.,gets kicked out of his brother's house when he behaves badly.,keeps kicking his brother while making fun of him.
n/a,Ashley walks her dog around her neighborhood. She,n/a,then goes to the park,wags her tail,then laps up water from the faucet,catches the frisbee in her mouth
n/a,We concluded from our research that water could be the cause for third world war. We,n/a,should use every drop of water cautiously,should keep the taps open always,never close a running tap,can use water as we want
n/a,I walked into a store to buy some sports equipment. I,n/a,needed some golf gloves.,got attacked by some flying bats.,saw a giant bat fly around and cause a giant racket.,saw Dracula in the corner of the room.
n/a,A man is questioning his identity. He,n/a,is confused.,wants to go to school to become a surgeon.,feels bad about his mother's garden.,feels entrapped by the police.
n/a,The student is trying to sharpen a pencil with a sharpener. He,n/a,gets one from his backpack,decides to sharpen a ruler instead,uses the pencil to sharpen the sharpener,gives up and erases everything in frustration
n/a,Susan really liked the beat coming from the bass. She,n/a,started to dance.,covered her ears.,set up another fishing rod.,turned off the stove and began to eat it.
n/a,Sarah hands the burrito to the Chipotle customer. He,n/a,hands her his debit card.,eats the taco.,throws chips in her face.,tosses it in the trash.
n/a,The rabbit is running from the fox. The fox,n/a,is hunting.,is sleeping in a cave.,is trying to become friends with the rabbit.,is being domesticated.
n/a,A toddler is just beginning to take her first steps. She,n/a,still wobbles on her feet.,is also learning how to bike.,runs a mile.,feels ready to go hiking.
n/a,"He likes to burn midnight oil, he",n/a,doesn't need much time to sleep.,is in good health.,is afraid of dark.,often thinks about his childhood.
n/a,Joseph wants to develop better methods of grocery shopping. He,n/a,looks up data on different markets for better deals.,decides to go grocery shopping.,decides to shop at grocery markets.,does research methods of shoplifting.
n/a,"Winnie the Pooh didn't know what he wanted to do today, so he called his friend Rabbit. Rabbit",n/a,volunteered that they go and see Eeyore.,and Winnie the Pooh went to the zoo yesterday.,called Winnie the Pooh and asked what he wanted to do today.,began to eat a pie furiously.
n/a,she is my mother and her husband is my,n/a,dad,daughter,aunt,son
n/a,John noticed the milk container in his fridge was empty. John,n/a,went to the store to buy more milk.,threw the container at the ceiling.,put the fridge inside the milk container.,took a drink out of the container.
n/a,"Tom asked Sam when to meet for a group project. Sam said ""we'll play it by ear."" Tom",n/a,figured out later when to meet Sam.,played the ears to figure out when to meet.,wrote down the exact time to meet Sam.,loved playing music on ears.
n/a,Do you suppose that Peter is responsible for the captain’s illness? Maybe he bribed the cook to put something in,n/a,his food,the tub,the captain's file,the field
n/a,The elephant is one of the biggest animals in the world. The elephant,n/a,is heavy,is crying,is lazy,is yelling
n/a,Yanich goes to the gym. Yanich,n/a,squats 250,lifts a building,runs out of giraffe food,has crippling weight of anxiety on his donkey
n/a,Joseph bails on his friends playing squash. He,n/a,says sorry and plays squash the next day with his friends.,says sorry and punches them.,says thank you.,"says sorry on his knees, crying the next day."
n/a,A child stands in the tire swing and jumps for joy. An adult,n/a,gets up and pulls both tires.,is running with a baby in a swing.,walks out on the left side of the slide.,walks through the angel holding a stick in his hand while shaking hands with a couple.
n/a,Chris was sitting in the library coming up with sentences to trick the common sense reasoning system. Chris quickly found it to be,n/a,relatively easy.,poorly written.,robotic.,grammatically correct.
n/a,Joseph beat around the bush when confronting his sister. Joseph,n/a,was avoiding saying what he meant.,was doing yard work.,spoke his mind.,was planting a tree.
n/a,My car shines with the same color as the ocean. My car is,n/a,blue,green,orange,purple
n/a,I crashed my car and broke my mirror so I called,n/a,a mechanic.,a doctor.,a lawyer.,a friend.
n/a,A family sits down at the table for dinner. They,n/a,pick up their utensils to eat.,stare at the food.,put their coats on.,decide not to eat the food.
n/a,I have learned a lot in my English class.,n/a,I know how to spell onomatopoeia.,I know that 2 plus 2 equals 4.,I know how to draw graphs,I know how to cook.
n/a,Tina planned to cook dinner. Tina,n/a,drove to a supermarket to buy ingredients.,liked her dog.,started to do the laundry.,started to grow vegetables in the yard.
n/a,A rat runs across a railing after a piece of cheese. The rat then,n/a,realizes its mistake as it is crushed by a spring trap as it grabs the piece of cheese.,tickles itself.,the rewarded when it is eaten by the cheese.,gets up and walks home
n/a,Mary has a younger brother. She,n/a,has two other siblings as well.,is a supportive younger sister to him.,does not have any siblings.,will be fifteen when he is twenty.
n/a,A man has claustrophobia. He would most likely enjoy,n/a,the outdoors.,a small cave.,being inside a box.,being in a locked room.
n/a,Timmy wanted to tell his parents in London that he was safe in America. Timmy,n/a,made a phone call.,kayaked across the Atlantic ocean.,put his message into a bottle and threw it into the ocean.,took a plane back to talk to them.
n/a,Trish is allergic to cats. She probably wants to,n/a,adopt a dog.,adopt a cat.,move in with her cousin.,kill all cats.
n/a,A dog wearing a muzzle runs across a field as a frisbee flies through the air. The dog,n/a,is unable to catch the frisbee.,stops and jumps like a kangaroo.,catches the plane.,leaps through the air and catches the frisbee in its mouth.
n/a,Andy had a photographic memory. he,n/a,has a good memory,always take photos.,know how to take good photos.,is a photographer.
n/a,one plus four is,n/a,five,two,one,four
n/a,The salesman walks up to a door. The salesman,n/a,straightens his tie.,destroys the door and runs aways.,knocks the door down.,answers the salesman.
n/a,An audience is unhappy with the comedian's standup performance. They,n/a,throw tomatoes at him,bake a cake,laugh uncontrollably,invite him over for dinner
n/a,Ted needed to blow off some steam. He,n/a,was very angry at his friends for leaving him out.,was getting a lot of compliments on his tie.,had eaten a very spicy pepper.,was served a hot green tea.
n/a,I gave my pet cat a treat. My cat,n/a,eats the treat.,"meows, ""I'm tired of eating this treat. Can you give me another one?""","meows to ""Treat You Better"" as she eats the treat.",meows and stares at me.
n/a,A girl notices a beetle on her bedroom floor. She,n/a,steps on it.,puts it on her bed.,watches it fly onto her nose.,puts the juicy bug in her mouth.
n/a,The man wanted fried chicken for dinner but his wife did not. He,n/a,convinced her otherwise,chased the chicken,bought chicken and fries,dined the chicken
n/a,There was a fly in my soup. I,n/a,was too shy to say anything.,bought a new pair of soup shoes.,asked for another helping of gelato.,watched my soup fly away.
n/a,A woman starts rock climbing up a wall. People,n/a,are walking and hiking along a dirt trail.,in a shopping mall.,are inside watching television.,walk going side to side and doing tricks.
n/a,"I am an interviewee, I",n/a,interviewed by others,interview others,hate to interviewed by others,hate interview others
n/a,The dog eats a lot. The dog,n/a,has been gaining some weight.,sleeps a lot.,figures out where the bed is.,cries a lot.
n/a,"Since the transportation fee is expensive, he",n/a,decide to take the bus.,probably would go with his friend.,will take the plane.,want to call a taxi.
n/a,Melody stares blankly at her computer. She,n/a,doesn't know how to start her essay.,is searching into its soul.,smashes her mouse with her fist.,eats a pineapple.
n/a,A man shops for stuff at Costco. He,n/a,gets a ton of household items.,goes on a run.,buys two lattes and a cappuccino.,gets free shipping.
n/a,i was wrong i should not,n/a,beat others,sing,have a rest,play basketball
n/a,A bird flies through the sky. The bird,n/a,looks at people underneath.,drinks some rain.,inhales some air.,is enjoy the beautiful music.
n/a,Tom knew that juggling was not for him. Tom,n/a,quit juggling and did something else.,juggled frequently at a local circus.,is the best at juggling in the world.,had three lovers.
n/a,"A woman sits at a table, and then",n/a,eats dinner.,becomes a man.,takes a bath.,crash the flight into ground.
n/a,The boy is happily listening to music as he walks to class. The boy,n/a,is listening to pop music.,hates music.,is listening to a podcast.,turns off the music.
n/a,The boy and girl are playing Monopoly together. The boy,n/a,rolls doubles three times in a row and has to go to jail.,"walks along the edge of the river, and accidentally falls in.",watches TV until he falls asleep.,merges onto the freeway.
n/a,A man swims in the Lake Michigan in the winter as he reaches the shore. The man,n/a,steps out of the water and sees Chicago.,cannot swim and drowns.,drunk all the water in Lake Michigan,likes the tropic feeling and all the palms.
n/a,The father denounced his son for his misdeeds. The son,n/a,apologized for his mistake,took his family out for dinner,did not understand the probability theory,lived happily ever after
n/a,A woman's favorite food to eat is a date. The date,n/a,is juicy.,will be in a nice bar.,is with a tasty man.,is her first one after a long time.
n/a,Johnny got cold feet before his interview. He's very,n/a,nervous,cold,shivering,happy
n/a,The owner washes his dog before going to the vet. The owner,n/a,closes the shower door,wags his tail,runs up the wall,barks and jumps out of the water
n/a,"She opens a bottle of energy drink and clutches it with both hands as she drinks. Wearing her sweatshirt and sweatpants, she",n/a,walks up a side walk.,"leans down, her arms folded.",crosses to a laundry room.,strides into the bathroom.
n/a,Peter just recently went to a local brand new gas station to buy a pack of lottery tickets for him and his wife and ended up winning the jackpot. He,n/a,wins all the money and is happy,wishes his gas station was further away instead,hopes his wife ends up losing the jackpot,should have bought a pack of beer instead
n/a,She finally decided to break the negative stereotypes of women. She ended up,n/a,being in charge of her own company.,went to law school but then never took the bar because she got married.,working full time as a teacher.,being a housewife.
n/a,A chef is in the kitchen. He,n/a,tastes the dish he is making.,stirs and shakes the live lobster until it combusts.,"jumps inside the pot, along with the carrots and onions.","bakes a cake with raw meat, rancid fish and tacos."
n/a,The woman admired the stars through the glass ceiling. She was thankful that,n/a,it wasn't cloudy.,her car was still running.,the HR department changed their policies.,she had a good dog.
n/a,The male actors get paid higher wages than their female counterparts. They,n/a,are starting to take some concrete steps in making pay parity a reality,have advocated for raising their own salaries,maintain a modest lifestyle,adhere to high levels of professionalism and transparency
n/a,A man picks up a ball and puts it behind his neck and throws it onto the field. Another man in a blue shirt,n/a,stands in front of the goal where another man in a green shirt wins the ball.,is sitting next to him in front of the net.,picks up a ball and puts it behind his ear and throws it onto the field.,is near the ground out on the yard with a gun.
n/a,"I forgot to turn off the tap when leaving the house, but I'm already in school now, and I have to",n/a,call my roommates for help.,turn on the tap.,forget it.,turn off the tap by myself.
n/a,The desert is home to many different species of animals. A penguin,n/a,cannot survive in these conditions.,is one of these species.,thrives in the heat of the desert.,wears a tuxedo at all times.
n/a,Joely washes her car. Joely,n/a,changes the oil also.,then shampoos it.,drives through the ocean.,eats the tires.
n/a,Spot the dog's favorite activity at the park was playing frisbee. When they got to the park,n/a,his owner realized he only had a tennis ball.,his owner threw spot to the park.,his owner threw the park to the frisbee.,his owner threw Spot to the frisbee.
n/a,The carpenter went over to the board. He,n/a,drove a nail into it.,asked it out for a date.,went surfing.,pitched a new idea.
n/a,John told Sam that the ball was in his court. Sam,n/a,thought for a second and then made the decision.,shot the ball into the hoop.,drove into the paint.,passed to John.
n/a,The proctor passes the exams to each row of students. The proctor,n/a,starts the time.,eats a left turn.,passes an exam to his dogs.,smells a teacher.
n/a,A student likes to eat almonds. The almonds,n/a,are part of a trail mix.,fly around.,can swim.,can drive the teachers car.
n/a,'Hamilton' is a based on the story of Alexander Hamilton. 'Hamilton',n/a,broke many records of Broadway.,likes milkshake.,is on the ten dollar bill.,liked singing his name in hiphop beats.
n/a,The boy never cleaned his room. His room was,n/a,dirty.,neat.,clean.,big.
n/a,I asked her how the shopping trip went. I can't believe that the dress she bought,n/a,was the one she wore to the event.,wasn't going to get dressed.,was invisible.,was made of human hair.
n/a,Mercedes wants to open market in Cambodia. Volkswagen,n/a,is trying to stop this action.,wants to have dinner with them.,laughs at them.,likes to travel there.
n/a,The assistant answers the call. The assistant,n/a,schedules the meeting.,rips her notebook.,breaks her screen.,sees her mother.
n/a,"Math is Tom's favorite subject, he",n/a,admires Gauss very much.,loves Taylor Swift's songs.,hates calculus.,is very bad at counting.
n/a,the pizza was just put into the classroom and is gone now. It,n/a,must have been consumed by the children.,must have deteriorated,must have evaporated.,must have gone bad.
n/a,"Time heals all wounds, so even if you get hurt by others, you will eventually",n/a,forget all the unhappy memories.,be healthy again.,remember all wounds.,have a intact body.
n/a,You are thinking about voting for the election. You should,n/a,register to vote,vote randomly do you don't have to think,vote today so you don't have to do it later during the election,don't vote because most people don't anyways
n/a,John is having a normal day. He feels,n/a,normal.,happy.,scared.,down.
n/a,A cowboy is riding his horse. He,n/a,is traveling to the nearest town.,"ties his lasso, aims towards Jupiter, and flies away on his horse.","robs a train, eats his hat, and then says sorry to his horse.","polishes his revolver, saves fifteen percent on car insurance, and sells his horse."
n/a,I have to buy a Swiffer. My room,n/a,is dirty and I need to clean up.,is well lit.,is in Plex.,is where I can shop for Swiffer.
n/a,A man is eating corn on the cob. The corn,n/a,drips butter on him.,husks itself.,sways in the wind.,pops in the microwave
n/a,A room full of chefs prepare the meals. They,n/a,each take care of their dish.,eat the meals.,cook the other chefs.,burn the house down.
n/a,The soccer team arrives at the field for the game. The team,n/a,starts to warm up.,runs to the end of the goal line.,suddenly sprints backwards.,"huddles together, as the game is about to start."
n/a,A woman shoots a basketball at a hoop. The woman,n/a,chases the ball after it ricochets off the rim,does a backflip,shoots a basketball at a hoop,jumps twenty feet into the air
n/a,The dead sharks have swept ashore in large numbers. They,n/a,were suffocated by the oil spill in the ocean,were the victims of the beach parties gone wild.,had to sacrifice their lives for their babies,loved playing with kids
n/a,"Bob fails a math test, he",n/a,is upset about it.,thinks it is because his biology teacher doesn't teach well.,celebrate his success with his classmates and teachers.,eats his fingers.
n/a,The captain of the ship took inventory of supplies before setting off. The crewmen,n/a,helped the captain make sure there was enough food.,enjoyed several shots of vodka in preparation for the highly skilled work they would soon have to perform.,were busy preparing the wings of the ship.,went home for a quick swim.
n/a,America is much more rigid about immigrants. Foreigners,n/a,are unhappy to hear this news.,are American.,have more chance to come to America.,have less chance to come to South America.
n/a,The three friends come out of their house and get into a car. They,n/a,turn up the radio.,jump into the pool.,get into an Uber.,go back into the house.
n/a,Tom said the bonus scenes are just the icing on the cake for a great movie. Tom,n/a,would enjoy the movie without the bonus scenes.,loves icing on cake while watching movies.,likes his desert to have icing when watching his favorite movie.,hates movies without cake.
n/a,The man and woman decided to get married to each other in November. The woman,n/a,decided to wear a red dress instead of a white one.,merged onto the freeway.,threw a baseball back and forth with her friend.,"read her book carefully, so she wouldn't miss a single detail."
n/a,A good professor helps their students with their homework. They,n/a,wouldn't tell their students the answer directly.,removed students who don't have the right answer from the class.,would do homework for their students.,are always late for class and has a bad relationship with students.
n/a,"On her way home from work Molly was very hungry. Molly,",n/a,stopped at McDonalds.,caught the frisbee.,ate her arm.,"hungry, work, and Molly."
n/a,A man removes the sheets from his bed. The man,n/a,brings them to the laundromat.,cleans them in the freezer.,throws them under his car.,puts them in the toilet.
n/a,"After spitting at someone on the street, John",n/a,realized he had acted rudely.,threatened his mother.,filled his water bottle with saliva.,bought potatoes.
n/a,A group of people are gathered inside a food court. They,n/a,order dinner.,throw water at each other.,play tennis.,ask a judge about the verdict on their case.
n/a,Jerry managed to revive the injured driver with cardiac massage. The driver,n/a,was sent to the hospital.,continued driving to hospital.,enjoyed the massage because it was relaxing and healthy.,hurt the people and he was sent to the police office.
n/a,Troy signed up for a lot of classes and bit off more than he could chew. Troy,n/a,is going to be really busy this quarter.,is fat.,is going to choke.,is having trouble eating.
n/a,Johnny was just chilling on the porch. Johnny,n/a,was relaxing,was shaking in the low temperature,was in the process of freezing,was starting to get cold
n/a,Joseph wants to be good at playing soccer. He,n/a,needs to play a lot.,needs to study how soccer balls are made.,goes to a soccer turf to take a nap.,needs a lot of money.
n/a,Jenny was giving Johnny the cold shoulder. Jenny,n/a,wouldn't talk to him,gifted Johnny her low temperature shoulder,placed her cold shoulder onto Johnny,cut off her freezing shoulder and gave it to Johnny
n/a,John was sitting on the toilet without the lid on. He,n/a,pooped.,washed his hands.,stood up and lifted the lid.,cleaned the floor.
n/a,He was enthralled by the speaker. He,n/a,thought she was brilliant.,wanted to pick up some LPs.,wanted to buy a new high-definition television.,really liked ragtime jazz.
n/a,A police officer is walking with a guard dog. The dog,n/a,is about fifteen years old.,doesn't want to be a dog.,runs into the fire.,wants to become the police officer's enemy.
n/a,Jerry went the whole nine yards for prom by buying a new suit and renting a limo. Jerry,n/a,went all out for the experience.,did the bare minimum for the event.,played football.,was 6 feet tall and couldn't drive.
n/a,He pours the pancake batter into the pan. He,n/a,lifts the pan and moves it around to mix the batter,jumps into an airplane,drops the pan onto a plate,stirs the dough with a screwdriver
n/a,Harry was attacked by Voldemort in a forest. He,n/a,escaped from the forest.,felt excited.,asked Voldemort for help.,went to sleep.
n/a,Following a high-protein diet over a long period of time can cause considerable health problems. It,n/a,is therefore recommended that while dieting one should allow himself to eat once a week whatever he desires.,has been proved that this makes the dieter happy.,also helps the person to continue his diet.,must be addressed by a doctor
n/a,"I want to earn Extra Credits for my class, so I",n/a,writing one more assignment,drop the class,don't do any extra work,increase my Credit score
n/a,A man wearing a coat is walking on the sidewalk. He,n/a,walks on the pavement.,goes to bed.,sidewalks the sidewalk.,takes off his coat and flies away.
n/a,The wizard runs from the beast. The wizard,n/a,casts a spell.,takes out his phone.,calls the police.,smells bad.
n/a,He broke his leg severely in the basketball competition yesterday. He,n/a,takes the taxi to school today.,could play soccer today.,is running on the playground.,plays the basketball with his classmate today.
n/a,Timmy noticed an angry bear was making its way toward his camp. Timmy,n/a,stayed still and quiet.,jumped up and down.,started to sing.,bought some groceries.
n/a,The forest fire began to die out. It,n/a,was starved of oxygen.,was put out by a watering can.,was sent to the moon.,released a new mixtape.
n/a,A teacher is introducing a lesson. They,n/a,first take attendance before starting.,"pick up a ruler, break it in half, and end the lesson.",assign homework that requires the students to drop out of high school and that's the lesson.,tell a student that they are an apple and that was the lesson.
n/a,The bucket of sap on the tree was beginning to overflow. The owner,n/a,emptied the sap from a bucket into a tank.,let the bucket keep filling and waste onto the floor.,licked the sap off the ground.,started to cry.
n/a,"Kelly's friend could not help her, saying her hands are tied. Kelly",n/a,replies that she understands and thanks her anyway.,unties her hands.,washes her car window.,plays with her dog.
n/a,Cathy said the hotel room was sketchy. This made Caitlyn,n/a,stay somewhere else.,die instantly.,draw a picture of the room.,cry herself to sleep.
n/a,A man and woman are sitting on a stage together. They,n/a,are talking about the tango dance.,begin dancing around with the equipment.,resumes moving her hands faster and faster.,hold the cross around her and push them away.
n/a,"I am so hungry but I am on a diet, so I",n/a,need to hold on,need to do some exercise,need to play the piano,need to eat some food
n/a,A shadow moved in the closet in a child's bedroom. The boy,n/a,hid under his blanket and quivered in fear.,took off his own shadow with his hands.,shook the shadow's hand.,did a cartwheel in the air.
n/a,A bug found a red flower. It,n/a,lands.,plays with its friend in the grass.,throws up pollen.,picks the flower for its mother.
n/a,Thomas decided to skip school that day. Instead he,n/a,played video games.,came down with a cold.,drove to his job.,attended all his classes.
n/a,"John and Johnny, professional swimmers, are swimming. They",n/a,do butterfly,start drowning for no reason,jump in the water,start drinking water.
n/a,Jamie sighed and said that's just how the cookie crumbles. Jamie,n/a,accepted his fate,told his friend about how cookies crumble,described how the crumbs fell off the cookie.,discussed the physics of cookies
n/a,"All birds can fly, however, penguin is an exception. Penguins",n/a,can't fly.,can fly.,don't belong to birds.,can't swim.
n/a,Books like this are a dime a dozen. They,n/a,are not written very well.,are worth a lot of money.,sell really well.,have very rich authors.
n/a,A woman gets to work early and drops off her briefcase. She then,n/a,makes small-talk at the water cooler.,lays down to watch a favorite show.,drives home through traffic.,microwaves her lunch.
n/a,I picked up my pen. I,n/a,write in my notebook.,drop my notebook.,watch my pen move.,rip the pages in my notebook.
n/a,"Through immigration, the Japanese word sayonara and the Hawaiian word aloha have become commonplace in the English language. Despite a large Korean-American population, the Korean word annyong",n/a,does not enjoy the same widespread use in Anglophone areas.,is widely feared by the American population.,will place an order for a Hawaiian pizza if said in close proximity to a Korean individual.,means I will destroy all enemies in Chinese.
n/a,Ronald is tired but passes by Starbucks. He,n/a,gets coffee,stops being tired,exercises so he can wake up,buys himself water
n/a,I pointed my chef's knife at the platypus. The platypus,n/a,Got scared.,Diced carrots,Caught the ball,Was happy.
n/a,The man at the circus spins round and round. He,n/a,then jumps on to the rope.,fires his staff.,kills the audience.,then becomes a square.
n/a,John is a good student but Jack is not a good student. Jack,n/a,never goes to class.,studies with fervor.,aces all his exams.,studies hard.
n/a,Jack adopted a baby yesterday. The baby,n/a,likes sleeping.,adopted Jack.,is Jack.,become a father.
n/a,Jill ravenously shoves the pizza slice in her mouth. She,n/a,picks up another slice even before finishing her first.,begins to cry.,simultaneously hits her friend with a different slice.,spits it out in disgust.
n/a,Kareem Hunt is in hot water. His career is,n/a,over,wet,great,starting
n/a,A young girl is standing in an open grassy field. The girl,n/a,"runs towards a low beam and jumps over it, landing on a blue pad.",mows the lawn behind her.,is jumping down and trying to hit a ball back and forth underneath a high bar.,is sprinting to the other side of the club.
n/a,A boy is researching Japanese food for his research paper. The boy,n/a,watches a sushi documentary.,eats his research paper.,buys a cat from the grocery store.,braids his hair.
n/a,A robot vacuum can be used to clean the floor,n/a,autonomously.,manually.,poorly.,aquatically.
n/a,Employer needs to pay employee. Employee,n/a,will get paid.,will be an employer.,will get response by employer.,was not getting paid.
n/a,2 times 3 is,n/a,6.,3.,2.,8.
n/a,four plus five is,n/a,nine,five,four,once
n/a,A father watches his young son play football. He,n/a,worries that he may hurt himself.,puts on a referee costume and does warm-ups.,plays with the dog in the park.,hopes that he will hit a home run.
n/a,My breath smells. I,n/a,need a mint,need braces,need perfume,need a shower
n/a,Tony hate video games and he loves reading. Tony,n/a,like to stay in library,get up early,plays Monster Hunter everyday,drink coke
n/a,Matthias was preparing for an examination since last semester. He,n/a,somehow forgot to register for it,was very negligent towards his health,hits the gym daily,plays with his dogs in his free time
n/a,A stripper is traveling to work in the snow. He,n/a,goes to the bus stop and waits for his bus.,decides to turn into a tarantula.,sees a penguin and follows it.,takes off his clothes and freezes to death.
n/a,I throw a ball and,n/a,My dog catches the ball,I throw a frisbee,The ball is a ball,The ball is not a ball
n/a,There is still a long way to go before humans can drive totally automated vehicle. Humans,n/a,still need to spend more time on this research.,don't like long distances.,can drive totally automated vehicles for a long journey.,don’t like vehicles.
n/a,I don't like watching baseball. It,n/a,is too slow paced.,fun to go to baseball games.,is hard to listen to baseball games on the radio.,is a ball and people run to bases.
n/a,A one-legged person climbs a mountain. The person,n/a,places a flag at the peak.,grows a second leg.,buys a Christmas present.,takes a shower.
n/a,A dollar bill is actually really dirty because,n/a,many people touch it with their hands.,it is printed in China and was imported.,money gives people evil minds.,a politician forgot to launder it.
n/a,The runner almost approaches the finish line before the rest of the pack of runners. The runner,n/a,comes in second place.,comes in first place.,starts doing push-ups.,suddenly sprints backwards.
n/a,The child is learning how to walk. The child,n/a,breaks his fall with his face.,is sleeping.,runs a marathon.,figures out how to dance.
n/a,"This is a picture of a dog, that is why",n/a,there is a tail.,there is a horn.,there is no dog in the picture,there is a phone.
n/a,A car has been completely crushed by a large tree.  The car,n/a,may never drive again.,still runs great.,is more valuable than before.,"makes a complete stop at the stop sign, then accelerates away."
n/a,The marathon runners gathered by the starting line. They,n/a,prepared to start the race.,woke up to make a cup of coffee.,got into the left hand turn lane and merged into traffic.,threw a baseball back and forth.
n/a,"A man added dog treats, dog food, and cat litter to his grocery list. He",n/a,then drove to the store near his house,took his dog for a walk,gave a dog treat to his dog,wags his tail
n/a,There is a long line outside the club. The bouncer,n/a,is standing guard by the door.,is completely inebriated.,is waiting in line to enter the club.,is sleeping very peacefully.
n/a,I buy lemonade from the store and drank it. I,n/a,finished the bottle.,turn on the light.,eat lemons.,make lemonade.
n/a,Bob has gathered in the crowd near the starting line to watch the runners run the race. He,n/a,will cheer the runners on.,will go home and play chess.,will start running the race with the runners.,will advertise his product for athletes.
n/a,"A colonial empire is a collective of territories (often called colonies), mostly overseas, settled by the population of",n/a,of a certain state and governed by that state,the entire world,people with a median age of 35.3,England
n/a,The waitress at a diner opens her laptop. She,n/a,checks her email.,eats an apple.,wears a hat.,serves a burger.
n/a,They came in from the rainy weather and started a fire in the fireplace to,n/a,combat the cold they were feeling.,melt the ice on their house.,warm up the neighbors who were away.,warm up the walls and wood in the fireplace.
n/a,Mary studies for her math test. She,n/a,works on algebra problems,writes an essay,goes for a walk,reads the newspaper
n/a,A woman is seen sitting behind a set of bongo drums and playing along while speaking to the camera. The woman,n/a,continues hitting the drums while speaking to the camera and singing along.,continues speaking and ends by moving away in place.,continues playing the trumpet while speaking to the camera while speaking to the camera.,continues her movements while pausing to speak to the camera and showing several more shots of her well plays.
n/a,Tommy misses his families after going to university. He,n/a,will go back home during summer break.,calls his teacher everyday.,is not homesick.,eats his mother’s cooking in university.
n/a,While cutting some onions Tom accidentally cut his finger. Tom,n/a,put a bandaid on the wound.,started crying in fear at the sight of blood and onions and disappeared in thin air.,cut the air in front of him on top of the onions.,ignored the cut and kept on cutting the onions as blood started covering all of the onions on the cutting board.
n/a,The boy is dribbling the ball down the court. He,n/a,shoots the ball and scores,scores the touchdown,passes the ball to his mom in the stands,shoots the ball into the goal
n/a,Jasmine was born in the USA but lived in Germany as an adult after having grown up in Scotland. She spent her childhood in,n/a,Edinburgh,Xiamen,Philadelphia,Saarbrucken
n/a,"Jane likes to wear hot pants, but it's winter now. So she will",n/a,wear thick pants.,wear a T-shirt.,wear hot pants.,wear glasses.
n/a,The company is expecting high returns this year. It,n/a,made great margins.,saw costs increase by 100%,saw profits stay the same.,saw sales decline by 50%.
n/a,The man added to his bucket list. He,n/a,decided that someday he had to go to Tahiti.,wanted to order new handles.,needed new equipment to finish the job.,lost the bet.
n/a,A bunch of law-breaking hooligans sit on the side of the street. The hooligans,n/a,are spray painting the sidewalk with their gang symbol.,are making friends with a potted plant.,angrily crowd around a single potted plant on the side of the street.,are cleaning up the trash on the side of a ditch.
n/a,Jim is tired and wants to call it a day. He decides to,n/a,go home,go to Florida,go to work,exercise
n/a,"The three sisters all have different hair colors. The eldest sister has black hair, the middle sister has red hair, and the youngest sister",n/a,has blond hair.,has black hair.,has hair.,has red hair.
n/a,When Joe and Mary go swimming they always remember to bring,n/a,their sun screen.,a bathroom in case they need to pee.,a lifeguard.,more water for the pool.
n/a,He puts onions and other ingredients onto a plate and cuts up several more ingredients. He,n/a,places the final ingredients into the bowl while talking to the camera and pans out on the meal he made.,dips the ingredients into noodles and pours it over again.,as he finishes the ingredients and makes an omelette from a plate to another.,shows off two still finished slices.
n/a,Sid was crazy and we said she lost her marbles. Sid,n/a,was losing her mind,could not locate where her few precious marbles were at,was unable to find her marbles,dropped and had her marbles go in various unknown locations
n/a,"During boot camp, the recruit fell down a climbing wall. The",n/a,handhold tore off.,ropes were made of thin silk.,drill sergeant was happy that the soldier wasn't strong.,children were cheering him on.
n/a,i like sports such as basketball and,n/a,skating,drink tea,sex,kobe bryant
n/a,"Sally did not want Steven to drive her to the store, because",n/a,Steven is blind.,Sally does not believe in Jesus Christ.,Steven is a homosexual.,Sally is a racist.
n/a,"At the end of a long day, a father tucks his two children in for bed. He",n/a,kisses both of them goodnight.,kisses all five of them goodnight.,kisses all three of them goodnight.,kisses all four of them goodnight.
n/a,"Joe was in trouble, but he was saved by the bell. Joe",n/a,was relieved that he barely escaped trouble.,instantly died.,began to write his autobiography.,thanked the bell for its help.
n/a,They tied the race. It,n/a,was ultimately too close to call.,was a pretty ribbon.,became untied again quickly.,was a very tight knot.
n/a,Kelly had a long day and she's almost worn out. She,n/a,wants to relax a bit.,smiled when she walked by the department store.,should but some new clothes.,wants some fresh pasta.
n/a,Mayank has solved some very difficult questions on GRE test and scored 332. He is,n/a,happy to have solved the questions,not happy that he scored very well.,very sad to have solved the questions.,crying.
n/a,The fire in the hall had spread to the nursery. People,n/a,brought a hose.,danced to the tune of the fire.,cooked some meals.,burned the cake.
n/a,A mother ties her son's shoelaces. She,n/a,realizes they are Velcro.,doesn't know how to tie shoes.,thinks she should tie the shoelaces together so he can trip.,wants to tie him up.
n/a,"He falls asleep in the bed, he",n/a,breathes smoothly.,open his eyes.,sings a song.,stands up.
n/a,The police said his car had been weaving all over the road. They,n/a,pulled him over and gave him a sobriety test.,hit his car.,called an ambulance and set a fire alarm.,thought the driver is cooking.
n/a,The family's wifi stops working. The kids,n/a,get restless because they were watching a movie.,built the internet.,can't work for the wifi company because they are minors.,buy a new internet.
