id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,Cathy and Tina are in the same group. They,n/a,are teammates.,are boys.,are people.,are friends.
n/a,Adam said that his phone battery had run out. This made Adam,n/a,go to the store and get another one.,instantly die.,learn how to speak French.,try to catch it as it ran.
n/a,John is a good student but Jack is not a good student. John,n/a,aces all his exams.,never goes to class.,studies with fervor.,studies hard.
n/a,Jerry is creating a SQL database. He,n/a,writes code.,owns Microsoft.,picks up folders.,shuffles paper.
n/a,John cautiously walked across room with a banana on the floor. He,n/a,avoided the banana,slipped on the banana,ate the banana,put on his shoes
n/a,A paper was reviewed thoroughly and the reviewers had negative consent. The paper,n/a,was rejected.,was published.,was accepted.,was the best paper.
n/a,A clown entertains children at a birthday party. He,n/a,blows balloon animals for the children,paints the entire house in red and white stripes,burns the children's toys and birthday cake,kidnaps the children
n/a,"The death toll from the storm is at least 51, including",n/a,"39 fatalities in North Carolina, 12 deaths in South Carolina","39 fatalities in North Carolina, 5 deaths in South Carolina and 3 fatalities in Virginia","9 fatalities in North Carolina, 1 deaths in South Carolina and 3 fatalities in Virginia","32 fatalities in North Carolina, 9 deaths in South Carolina and 3 fatalities in Virginia"
n/a,My imaginary friend Paul was an important part of my childhood. He,n/a,always appeared in my dreams.,got me a new car for my birthday.,took me on vacation to Hawaii.,was my son's godfather.
n/a,"The boy likes reading books, but non-fictions only. He",n/a,likes sciences.,likes reading anything.,likes machine learning.,likes reading fictions a lot.
n/a,He covered his eyes and finished counting. He,n/a,was playing hide and seek,put back on his glasses,hurt his eyes,was at the optometrist
n/a,Tina moves into a new house without furniture. Tina,n/a,buys some plates.,cleans her refrigerator.,fights with her neighbors.,sells her chairs.
n/a,Mark was sick and he couldn't breathe anymore. He,n/a,needed his inhaler,likes food,is not coming with us,died
n/a,"I like roast turkeys. Though some people think they're a bit too dry, I",n/a,think if done properly they're wonderful.,believe they can fly while being cooked in the oven.,can throw them into the air.,really want to turn them around.
n/a,A woman puts on her glasses to read a book. The glasses,n/a,slide down her nose.,are half-full.,steal her wallet.,are full of apple juice.
n/a,Bach Goldberg Variations were playing in the room. The,n/a,music was pleasant to both heart and mind .,clouds are usually in a variety of shapes .,noise was unbearably loud .,variations in play style of the athletes were interesting to observe .
n/a,Kelly spiced up her drink. She,n/a,squeezed some lemon juice.,smelled her drink.,is feeling hot.,went to India this holiday.
n/a,The agent pulls out a gun. The agent,n/a,shoots the transgressor. ,eats the gun.,pulls out a rabbit out of his hat.,shoots photos of his wife.
n/a,The barmaid comes over to join them and sniffs his empty glass. The barmaid,n/a,refills his glass and gives him a sunny smile.,"is called his french cooking, and approaches the breakfast counter.",replays his heading for the window.,waves his bottle delicately off a blender and answers the door.
n/a,A dog is being walked on a leash. His,n/a,owner tells him to heel.,tongue licks the food.,owner is nowhere to be seen.,owner dislikes dogs.
n/a,A weak Siberian wildcat hunts a goose. The wildcat,n/a,hasn't eaten in a long time.,likes the hot winters in Siberia.,lives in the water.,uses a gun to shoot the goose.
n/a,I was naughty this year. Santa,n/a,left me coal.,got sick.,fell over.,ran away.
n/a,The bulb in my chandelier dimmed. I,n/a,purchased a new one online.,think it's funny.,like it because the electricity bill will get lower.,like to work in the bright area.
n/a,"After he left the airport from a tiring seven hour flight, Bob's",n/a,only desire was to sleep.,foot was on fire.,mother sat next to him on the plane.,backpack told him to sleep.
n/a,Tom is ready for a swim. Tom,n/a,grabs his wetsuit,Pours water on his dog,Water,Dies
n/a,John walks into a restaurant before it opens. John,n/a,gets ready for the customers.,orders a burger.,waits to be seated.,looks at the menu.
n/a,The boy likes mechanics. He,n/a,likes physics.,likes linear algebra.,takes train to school.,likes machine learning.
n/a,A dog is being led on a leash through a park. His owner stoped,n/a,and then gave the dog a treat.,and started to cry.,and meowed.,to speak on his phone.
n/a,"Three children walk home after school. As they approach their neighborhood, one of them",n/a,tells a joke and they all laugh.,decides to study for a history exam.,learns to play piano.,evaporates because of final exam pressure.
n/a,I placed my gecko on a blank sheet of paper and gave her a pencil to draw with. The gecko,n/a,did nothing.,"turned to me said condescendingly, ""Did you really think that I'm capable of drawing on this blank sheet of paper with this pencil? I'm a gecko, not an artist.""",crumpled up the blank sheet of paper and threw it into the trash can along with the pencil.,started drawing Mona Lisa on the blank sheet of paper using the pencil I gave her.
n/a,Two siblings are playing chess. One of them moves their bishop,n/a,along a diagonal.,vertically.,in an L-shape.,along a straight line.
n/a,Roads are built since ancient times by the government. They,n/a,have led to great progress in the economy of remote places,lead to large-scale afforestation,useful in wars,were invented by Romans
n/a,A woman is walking her dog in the snow. She,n/a,hates cleaning up after it in the winter.,jumps off the diving board and executes a front flip.,loves teaching her classes like this.,doesn't have a dog.
n/a,Sally let the cat out of the bag at dinner and everyone became quiet. Sally,n/a,gave away a big secret.,was working at a pet store.,opened a purse and a feline emerged.,hated dogs.
n/a,Two friends are ordering drinks at the cafe. They,n/a,drink coffee.,each pay for their own drink at the nightclub.,start throwing water at each other.,run a marathon.
n/a,Harry loves cricket. He,n/a,loves to bat specifically,loves to play pokemongo,Goes to grad school,has been watching football since childhood
n/a,Typhoid fever ravaged the village. The villagers,n/a,felt there was no hope.,were feeling better than ever.,recommended taking antibiotics and drinking the same fluids used for handwashing.,responded by sarcastically mocking the naysayers.
n/a,She was forced to have her baby adopted. She,n/a,had to separate with her child.,adopted the baby.,felt happy with the adoption.,adopted a pig as her baby.
n/a,Tony hate math and he is poor at computer science. Tony,n/a,may major in chemistry,have a good grade on computer science,drink coke,have a good grade on math
n/a,The pirate needed a worthy animal companion. The pirate,n/a,"took his gold doubloons, and bought a dog.",decided to give up his life of theft.,was attacked by parrots.,lost his favorite eye patch and yelled at the sea.
n/a,Goeb hates people who hate dogs. He goes to the animal shelter to adopt,n/a,a dog.,a cat.,a lizard.,a rabbit.
n/a,A cat is running full speed across a carpet.  It,n/a,leaps over a handbag on the floor and keeps going.,proves theorems daily.,asks a question of each person in the room.,turns its head to lap up the milk.
n/a,I hurt him the way he used to hurt me. I gave him,n/a,a taste of his own medicine.,a gift.,a job.,a personal essay.
n/a,They went to the library to do work but they couldn't concentrate. The library was,n/a,too loud.,blue.,empty.,quiet.
n/a,The man is at the kitchen. The man,n/a,cleans.,is telling the waiter what he wants to eat.,watching tv.,playing chess.
n/a,"Sally suggested Todd take her criticisms with a grain of salt, so he",n/a,decided not to take her words too seriously.,increased his sodium intake.,purchased a salt shaker.,drove a stake into his own heart.
n/a,I sank the eight ball in pool. I,n/a,lost,swam,drowned,got on the ship
n/a,"We saw a boy trying to leap a pony over a gate. The pony would not take the leap, and the boy cut him with the whip,",n/a,but he only turned to one side.,but the gate grew higher,and found the horse dead,only to find God watching him from above
n/a,Dave wanted to quit smoking cold turkey. His first step was to,n/a,throw out his cigarettes.,put the turkey in the oven.,put the turkey in the fridge.,get a blanket.
n/a,The doctor is going to be very late to the office for his appointment. He should,n/a,call and reschedule the patient.,go back to medical school.,fire the patient.,quit his job and find a profession with less effort.
n/a,A man loves his husband. They,n/a,are fearful because they live in a red state.,think so.,begin a revolution.,enjoy reproach.
n/a,John rode a bicycle in the bicycle lane in the wrong direction. He,n/a,collided head on with another bicyclist.,ate ice cream,rear ended another bicyclist.,paid his bills
n/a,Paul Gregory was an author renowned for his fantasy novels. He,n/a,wrote a thrilling novel in a new world.,tried to teleport into the world of his best-selling novel.,decided to write detailed mathematical proofs.,attempted to grow wings after his wife stole his novel ideas.
n/a,Mexican street vendors prefer to sell their goods on the black market rather than register with the government. This is because,n/a,it's too much of a hassle for the working class to go through legitimate channels.,registering a business in Mexico gives you magic powers.,registering a business in Mexico makes you a good dentist.,registering a business in Mexico makes more money.
n/a,Alex decided to have a change of heart regarding his relationship with his brother. Alex,n/a,grabbed a beer with his brother.,needed a piece of his brother's heart surgically implanted.,died.,was on the wait list for a heart transplant.
n/a,A person pours wine in some glasses. He,n/a,passes on the glasses to his friends.,puts the glasses inside the glass for drinking.,says drinking is bad for health.,pours corn starch into the wine.
n/a,If someone does not cheat then he is honest. I am honest so,n/a,I never cheated.,I am a fraud.,I am good at cheating.,I do cheating.
n/a,"It's raining cats and dogs. John,",n/a,goes inside to get shelter.,"cats and dogs, John.",buys cats and dogs.,buys a cat and dog.
n/a,A Tsunami struck a country. That country was probably,n/a,prone to earthquakes.,perched upon a mountain.,a democracy.,land locked.
n/a,The child received a red envelope on Chinese New Year. The envelope,n/a,contained around three dollars.,was actually green.,contained an invitation letter to a party.,flew out the window.
n/a,three plus four is,n/a,seven,three,one,four
n/a,"I live in United State, and I want to see sunrise, so I",n/a,facing East at 5:30 am,eat breakfast and then go to sleep,get up really early and close the curtain,facing West in the morning
n/a,The pipe is jammed. Kelly,n/a,could not shower.,prefers peanut butter to jam.,bought another jar of jam.,smeared jam onto the pipe.
n/a,Tom advised Sam that taking revenge would add fuel to the fire. Tom,n/a,was trying to teach Sam restraint.,was telling Sam that the fire was already too hot.,was against making the fire bigger.,was too hot.
n/a,A man is buying a banana at the market. He,n/a,reaches for his credit card.,gives the cashier ten million dollars.,falls in love with a worm.,decides to go bowling.
n/a,A lady is jumping off the cliff. She,n/a,flies with her wing glider.,is jumping jumping.,is dead.,lands on the moon.
n/a,"My friend and I ran into a genie, and my friend wished that he was Justin Bieber's biggest fan. The genie",n/a,turned my friend into a large fan in Bieber's house.,got his friends to laugh at us.,stole our Pringles and went back into his lamp.,refused to grant the wish on the grounds of poor taste.
n/a,The earth and the sun are both celestial objects. The,n/a,earth orbits the sun.,earth is a planet.,sun orbits the earth.,earth and sun are both celestial objects.
n/a,Tony hates Apple and he loves Sony. Tony,n/a,may have a Play Station 4,use Xperia,eat apple,use iPhone
n/a,Sean is a drag queen. He,n/a,oftentimes wears false lashes.,thinks about life.,feels subdued.,feels angry all the time.
n/a,The dog is playing catch with his owner. The owner,n/a,throws the ball as far as he can.,puts on his blinker and merges onto the freeway.,begins to brew a cup of coffee.,picks out a rescue dog at the pound.
n/a,David asked if the phrase rang any bells. David,n/a,asked if it was familiar,was ringing bells,decided to make loud noises,thought the phrase was like a bell
n/a,The cashier is handing groceries to her coworker. She,n/a,likes her job.,likes to eat all the groceries.,wants to work quickly so she can go back to work.,tries to give her coworker a car.
n/a,A woman owns two cats and gives one of them away to her sister. She now,n/a,owns one cat.,owns three cats.,owns two cats.,owns no cats.
n/a,"I like this laptop so much but it's too expensive, so I",n/a,did not buy it,destroyed it,want to use it,bought it
n/a,It is a good idea to brush teeth before sleeping because,n/a,you may get cavities if you do not.,Jesus and Satan have made a pact according to which humans should brush teeth before sleeping.,teeth looks better when dusted off.,angels will bless you if you keep your teeth clean.
n/a,The jacket is keeping the man warm. The man,n/a,was cold.,is cold.,is in the fridge.,will be cold.
n/a,The man goes to school in his underpants. He,n/a,looks down in embarrassment.,attends the lecture.,teaches the class.,goes to the meeting with his professor.
n/a,Never judge a book by its cover.,n/a,You should give it a chance before you make any assumptions.,You should not read books.,Just go see a lawyer.,Even though the cover is usually accurate.
n/a,The couple decided to go hiking. They,n/a,packed some sandwiches.,packed a crock pot.,packed some seeds.,put on some slippers.
n/a,A duck paddles down the river on a summer day. He,n/a,eats some reeds.,chases a squirrel across the field.,reads the newspaper,relaxes in the canoe.
n/a,A group of students are about to take a very hard exam. The students use their remaining hour to,n/a,study their notes.,drink before the exam.,email the professor asking for all of the exam answers.,fall asleep during the exam.
n/a,Joseph wants to learn more about becoming a graduate student. He,n/a,asks a professor for insight.,asks an undergraduate student for advice.,asks his dog to tell him more about becoming a graduate student.,knows about becoming a graduate student.
n/a,He came out of the room with a dark expression on his face. We,n/a,asked him what was wrong.,did the hokey pokey.,broke out into song.,turned on the lights.
n/a,"John's friend is blind, so to have fun together they will",n/a,listen to music.,go to the movies.,go for a bike ride.,watch the sunset.
n/a,There's a bug in my code. I,n/a,am working it out.,call my mum for help.,spay some pesticide.,see a spider.
n/a,Rhett is meeting up with his friends at a music festival.,n/a,He's excited to see all of his favorite bands.,Rhett stays home and does his homework.,Rhett gets a dog.,Rhett goes on a five-day solo camping trip in Canada.
n/a,A woman has four apples and two oranges. She,n/a,puts all six fruit in a basket.,puts all four fruit in a basket.,gives two apples to each orange.,"throws the fruit away, as she cannot split them evenly among her two children."
n/a,The man is performing magic on stage. He,n/a,pulls the cat out of a bag.,is training for a marathon in magicville.,attends school to learn magic.,is eating dinner with his friend.
n/a,The doctor greets her patient as she enters the room. The doctor,n/a,scans her waiting room questionnaire.,sits on the patient.,asks the patient how to perform heart surgery.,scans the room for ants.
n/a,I have ten dogs. I,n/a,have a hard time managing.,need to walk all twenty of them.,am actually a cat.,buy them potatoes.
n/a,Utkarsh is an industrious and perspicacious chap. He,n/a,is selected for his dream job,stammers a lot though,is sleeping,goes to yoga daily
n/a,a person jumps on the bandwagon. The person,n/a,picks the hottest field to study,then jumps off,breaks their foot,goes for a ride
n/a,"I can't believe that even after studying all night,",n/a,I still failed the test.,he took the exam already.,the test was really funny.,I slept a full 8 hours last night.
n/a,"Once he stopped playing video games,",n/a,he was able to focus more on work.,he got really good at video games.,he decided to play video games with his dog.,she wouldn't make dinner again.
n/a,You are showering but realize you have no soap. You should,n/a,remember to buy soap when you leave and come back,shower every time without soap because you have no soap,use dirty mud to wash yourself off,just not shower
n/a,Joseph organized a few party games to break the ice as soon as guests arrived. Joseph,n/a,wanted to make people more comfortable with friendly competition.,planned games that were summer themed.,had built an igloo that people were going to destroy with bats.,wanted it to be cold so everybody would freeze to death.
n/a,A woman is walking two dogs and carrying a cat on her way to her car.  She,n/a,puts all three animals in the back seat before driving off.,puts all four animals in the back seat before driving off.,puts both animals in the back seat before driving off.,puts all nine animals in the back seat before driving off.
n/a,Mary cranes her neck in class to see the board with pictures of birds that cannot fly. Mary is,n/a,not as tall as everyone else sitting in front of her.,goofy,trying to imitate the birds eating with their long beaks,a happy girl
n/a,Janet was feeling under the weather and didn't go to work today. Janet,n/a,was getting sick.,was enjoying a sunny day outside.,was painting the night sky.,was below the clouds in the sky.
n/a,Kelly likes to boss people around. Her friends,n/a,are not happy about that.,watch her dog.,think she's a great leader.,share a cake with her.
n/a,The student was close to failing his machine learning class. He,n/a,started going to office hours,fixed the machine,succeeded the machine,solved the machine
n/a,Kelly and Sam hit if off. Kelly,n/a,seems very happy.,is in great pain.,covers her ears.,wishes a new phone for b day gift.
n/a,"Everyone hated Sally, and so she",n/a,felt isolated.,felt obese.,felt like everyone loved her.,felt popular.
n/a,The dog runs around in a basketball court. It,n/a,circles the area.,calls a timeout.,leaps for a slam dunk.,calls a foul.
n/a,I lost my blue tooth mouse. I,n/a,need to buy a new one.,will stop by a pet shop.,roll on the ground.,like mickey mouse.
n/a,The artist is painting a picture in their studio. The artist,n/a,is working on a job for a client.,is working on a graphics design project.,is using painter's tape on their painting.,only has a picture of their dog.
n/a,Elijah is running a marathon. Elijah,n/a,sprints to the finish,blows up the building,rides a donkey around africa,swims a lot in a pond
n/a,A janitor is sweeping with his broom. He,n/a,is heading towards the office.,picks up litter with his telekinetic powers and then flies away on his broom.,"cleans up a spill, gets angry at Mr Clean, and destroys his broom.","empties the trash, destroys a car, and then puts away his broom."
n/a,"The boy enjoys staying with his parents, not his friends. He",n/a,cherishes the time with his parents.,enjoys the time with his friends very much.,enjoys traveling and staying with his friends.,doesn’t like his parents very much.
n/a,Two lines are parallel to each other. They,n/a,are not perpendicular to each other.,are perpendicular to each other.,intersect each other.,have the same length.
n/a,A man spills his coffee on the table. He,n/a,dabs it up with napkins.,waits until it has cooled and drinks his coffee.,eats a scone and has tea.,stirs in some cream and sugar.
n/a,Bob ran over a squirrel. Bob,n/a,continued driving,is happy,had a funeral,cooked it for dinner
n/a,You need to get a present for your girlfriend for her birthday. You should,n/a,plan ahead to brainstorm a good gift,buy whatever and hope she will like it,buy presents for your mom,go to a store last minute because you need a gift right away
n/a,"George is an annoying person who loves the morning. George always says,",n/a,the early bird gets the worm!,I really hate the sunrise.,you must construct additional pylons!,spare me from my unending misery!
n/a,Kevin knew he needed to hang in there if he was going to make something of himself. Kevin,n/a,knew he couldn't give up.,was in the shore buying hangars.,hung out with his friends instead of working.,was hanging his clothes.
n/a,The people went to the concert. They,n/a,held up a lighter,shouted at their bosses.,danced around the question.,sneaked into the closet.
n/a,The baby was crying because her bottle was out of,n/a,milk,diapers,alcohol,crayons
n/a,People are boarding a school bus.  They,n/a,walk in the door and file into seats starting from the back.,are motionless.,encircle the bus and lift it high into the air.,will eat perform a medical procedure while there.
n/a,It is a cloudy and unusually cold day in the middle of summer. Everyone,n/a,is wearing heavy jackets.,is enjoying the sunshine and warmth of a summer afternoon.,is sitting in the patio.,is staying out until midnight.
n/a,A girl runs to her mother with tears in her eyes. The girl,n/a,had been rejected by a boy.,had been praised by her teacher.,had been singing a happy song with her friend.,had been offered a job of her dreams.
n/a,An officer pulls over a swerving car. The officer,n/a,asks the driver if they've been drinking.,asks the driver for restaurant recommendations.,shoots the car.,signals right to the swerving car and lets it pass.
n/a,"I broke my leg yesterday, so",n/a,I can not run.,I can run.,I can jump.,I can play football.
n/a,Caleb was not looking forward to traveling with his family. Whenever on vacation his family would always,n/a,embarrassed him.,eat out for dinner.,rent a car.,travel to cool places.
n/a,The student studies for hours at the library. It gets late so he,n/a,must go back home.,must sleep there.,must eat there.,must work.
n/a,"I don't like Windows system, so I",n/a,switch to Mac OS,check the heater system under my window,stay away from the window in my room,break my computer
n/a,The man did not want to get phone wet during kayaking. He should,n/a,store it in a locker.,take the kayak to the ocean.,go fishing with his headphones.,change his sneakers into sandals.
n/a,A lady soaks her feet in bubbling water. The pedicurist,n/a,buffs her nails and rubs lotion over her feet and legs.,photo ends while someone lies in bed.,returns to the edge of the cot and smiles triumphantly.,"emerges, landing on top of a white super doll."
n/a,My chemistry teacher was all bark and no bite. My teacher,n/a,made a lot of threats but never really followed up on anything.,ate my homework.,really liked dogs.,like walks in the park.
n/a,A group of younger Koreans meet an elderly Korean. They,n/a,respectfully bow.,punch the elder in the stomach.,politely ask for money.,start a rap battle.
n/a,The photographer went into the city to investigate the style of the average Joe. The photographer,n/a,"was surprised to realize that, once she arrived, none of her equipment was in her car.",finally took her daughter ice skating in Central Park a few weeks prior.,met Joe in the city and painted his picture.,"plopped down on the couch to watch her favorite shows, Sex in the City and True Detective."
n/a,The dog is running to catch a frisbee. The dog,n/a,misses the frisbee.,frisbee runs to the dog.,isn't.,isn't running.
n/a,One of the bodybuilders is lifting the weights while the other is explaining the correct method of doing it. The bodybuilder,n/a,lifts the weight gradually at first and then swiftly picks himself up to raise the weights.,"bends and picks up the weight, begins a salsa pace, runs his hands around his weight, and spins and back.",works the tool like long kevin colossus for additional greats on the machine.,"the arms to the floor, continues clipped the weights and spins around while spinning his arms around his shoulders."
n/a,A squirrel ran on the pavement and climbed the trunk of the oak tree. It,n/a,was afraid of the snake,was eager to get away from humans,wanted to pluck the red flowers growing on the tree,curled up by the nest of the crow
n/a,An architect retrieves his compass. He,n/a,draws building dimensions on a canvas,computes the area of a circle,explores the open sea,uses his compass to find the north cardinal direction
n/a,The chef drops the piece of shrimp in the fryer. The chef,n/a,watches it sizzle.,chops the pan.,likes fried chicken.,touches the oil.
n/a,We get to the store by car. My mom,n/a,drove.,buys us lots of houses in the store so we can watch them later.,waits in the bus.,calls me on my banana phone while I'm in the store.
n/a,Two men are standing on a roof of a house. A man,n/a,is on a ladder drilling something.,dumps water in the sitting room.,holds a man tight over their bodies.,is using a bucket of wet wax weed.
n/a,Jeff and Sally were like two peas in a pod. They,n/a,were always together.,ate vegetables.,loved the color green.,grew organic fruits.
n/a,The old man says that balance is important for a healthy life. He means,n/a,even too much of a good thing can be bad.,don't trip while you're walking on the sidewalk.,don't fall into the sun.,don't fall off of buildings.
n/a,I'm tired. I,n/a,want to go to sleep.,want to watch some movie.,want to take a shower.,want to eat some food.
n/a,The bird flies over the hunter. The bird,n/a,falls to the ground.,drinks a beer.,flies into the moon.,waves at the hunter.
n/a,A man cutting cake for his daughter. The man,n/a,wishes his daughter a happy birthday.,wishes his son a happy birthday.,sits by the window.,goes to the store to buy cake.
n/a,"Unlike Mayank, Amit is a great student. Mayank",n/a,is a bad student.,is an awesome student.,is a good student.,is the best student.
n/a,The final project was a piece of cake. The project,n/a,was really easy.,was really sweet.,was a great way to end my birthday.,had a lot of frosting.
n/a,"The boy arrives in London, not Paris. He",n/a,wants to see the Big Ben.,arrives in Paris with his girlfriend.,arrives in Paris last night.,arrives in Paris to see the Eiffel Tower.
n/a,The carefully generated words were classified incorrectly by the model. The model,n/a,ceases to be useful.,raises prices.,eats dinner.,is used to reduce classification tasks.
n/a,"Because I never turned in my TB confirmation test, my school",n/a,put a hold on my account.,failed me in all my classes.,forced me to play for the school football team,gave me a free burrito
n/a,The boys favorite football team is eliminated from playoffs. He,n/a,wishes they had played better.,hopes they win their next game.,wanted them to lose.,doesn't watch football.
n/a,Sally was concerned about John's state of mind after he,n/a,cut off all of his fingers.,obeyed traffic signals while driving.,completed his degree in psychology.,purchased flowers at the store.
n/a,Shaggy and Scooby were fighting with each other. Scooby,n/a,was mad Shaggy ate all the snacks.,likes peanut butter.,doesn't know where Fred went.,wanted Shaggy to watch television with him and Shaggy happily agreed.
n/a,They described Tommy as a Monday Morning Quarterback. Tommy,n/a,often criticized others from a position in hindsight,played on a football team on Mondays,was a quarterback but played only on Mondays,was a huge guy who could be a quarterback
n/a,"I left my keys in my room so I can't get into my house, then I have to",n/a,call my roommate for help.,hit the door fiercely.,jump up and down.,run away and scream.
n/a,There is a line outside of best buy. The people,n/a,are waiting to shop for some sale items.,are trying to find the way home.,are enjoying a nice steak that is on sale today.,are attending a lecture at school.
n/a,Dan is a moth. Dan,n/a,likes lights,hurts walls of passion,is a dog,oranges
n/a,John is a horrible programmer. He,n/a,does not know how to code.,codes like a professional.,is amazing at coding.,drinks soup.
n/a,Drake loves to hate-watch corny TV shows. So Drake probably,n/a,enjoys TV every now and then.,hates watching movies.,hates watching TV.,won't watch TV today.
n/a,Jasmine was born in the USA but lived in Germany as an adult after having grown up in Scotland. She most recently lived in,n/a,Saarbrucken,Philadelphia,Edinburgh,Xiamen
n/a,The men are sitting together at the church. The men,n/a,attending a mass.,singing in a band.,are studying together about physics.,are talking on the phone and cursing loudly.
n/a,Evan is in hospital. Terry,n/a,will take some flowers,will take some drug,will take some medicine,will take some pictures
n/a,Your friend bailed on you by not playing squash with you today at 6pm. Your friend should,n/a,buy you dinner.,beg with his knee on the ground.,say thank you.,take you to church
n/a,The chef wanted to make a Thanksgiving feast. The Chef,n/a,worked very hard to prepare a meal his family would love.,"hated making Thanksgiving foods, refusing to make Turkey or Pie.",had a passion for killing turkeys.,instead played the movie Ratatouille .
n/a,The boy runs across the field as a football flies through the air. The boy,n/a,catches the football as he jumps into the end zone.,takes a sip from his water bottle.,throws the football back to his partner.,does a victory dance since he has scored a touchdown.
n/a,A dog wags its tale in front of its owner. It,n/a,wants to play with its owner.,looks like a fish.,gets stabbed by a man.,gets to play with a police officer.
n/a,"Steve and his friends got pulled over by a cop and Steve lights a joint in front of the cop. Steve,",n/a,opened a can of worms.,cop the joint.,sprints forward.,"got pulled over, friends, cop."
n/a,John knew that studying was not for him. John,n/a,never goes to class.,finds his studies interesting.,studies day and night.,studies all the time.
n/a,A tree is struck by lightning and it,n/a,splits in two and falls over.,starts to cry.,becomes three new trees.,shatters into a million pieces like glass.
n/a,A father is mowing the lawn. He,n/a,can't wait to watch sports afterward.,uses the mower as a weapon in the war against the evil lawn.,trims the grass and then sets fire to the lawn.,is doing chores and wants to become a lawn.
n/a,"If a student wants to go to Japan, the student needs to",n/a,get a Visa.,eat some mochi.,eat ramen.,start watching anime.
n/a,"Benjamin believed the world would be better off without him, so he",n/a,planned to take his own life.,enrolled in a local dance class.,donated money to the World Wildlife Foundation.,purchased holiday decorations for his house.
n/a,Fish are swimming near the surface of the water. The fish,n/a,breach the surface.,reads a book.,breaches the surface.,watches television.
n/a,It's summer. The resort is cozy because,n/a,many people enjoy the golf range.,it's on fire.,it has a fireplace.,I'm a fire.
n/a,Coding of Amit is worse than that of Sam. Sam,n/a,is worse at coding than Amit.,is a dog.,is better at coding than Amit.,is a girl.
n/a,They family goes to the movie theater. They,n/a,can't decide what to see.,are actors in the play.,buy a movie and watch it at home.,make popcorn over a fire.
n/a,A stranger offers me a whiskey at the bar. She,n/a,wants to talk to me.,is not interested in me.,wants to drink it.,thinks I am ugly.
n/a,Timmy wanted to look at the stars in the night sky. Timmy,n/a,hiked out into an open field with his telescope.,slept until next morning.,closed his window.,pulled out his telescope to look at the sun.
n/a,A clown is at the circus. He,n/a,is preparing for tonight's show.,"smells of peanuts and popcorn, has a clown car that explodes, and lives underneath the circus.","honks his red nose, liberates an oppressed nation, and turns global politics into a circus.","laughs and chuckles, terrorizes kids in Derry, Maine, and retreats to the circus."
n/a,"He falls asleep in the bed, he",n/a,breathe steadily.,opens his eyes.,walks away.,tries to memorize his childhood.
n/a,A strict father learns that his son has been skipping class. The father,n/a,berates his son for skipping class.,tells him that he's doing a great job by skipping class.,jumps in glee.,buys his son a new car in celebration of his work.
n/a,The dinosaur was traumatized to see his baby being taken away by humans. He,n/a,charged towards them in anger,blamed it all on his partner,turned around and went back to his cave,danced about in joy
n/a,A girl was getting ready for school. She,n/a,picked out a sweater,put on her old prom dress,tied her socks,used a backpack as a hat
n/a,"It was raining outside, and my apartment is very old. I",n/a,saw water drip from the ceiling.,went to the beach.,went sun-bathing.,got evicted.
n/a,The runner is barely able to catch her breath after running three miles. The runner,n/a,drinks water.,wants to run another race.,starts to sprint again.,has a lot of energy.
n/a,"The people are having dinner, so",n/a,they are eating food.,they are playing golf.,the people are dancing.,the dinner is not ready
n/a,Sally was barking up the wrong tree when she asked Sam for help. Sally,n/a,was mistaken about Sam's helpfulness.,was a dog that woofed at a palm tree.,yelled at Sam.,knew that Sam could help her.
n/a,"Lucky is a small dog, it",n/a,sometimes eats vegetables.,is adopted by a cat.,is very friendly to bones.,likes to fly.
n/a,My sister cheated on her man. She,n/a,is not loyal,ate some pork,got a bad grade,bought a dog
n/a,Their grandmother passed away suddenly. They,n/a,went to her funeral.,went to her pass.,went to her lobster.,went to her her.
n/a,Tom is good at study. He,n/a,spent half an hours to understand a knowledge while others may need 10 days.,is very happy.,lost his mind.,spent half ten days to understand a knowledge while others may only need 1 day.
n/a,I go to Northwestern. I,n/a,study computer science.,"think the directions are north, then west.",dress warmly.,"say ""go cats"" first thing in the morning."
n/a,"The boy likes Sherlock Holmes, but not Arthur Conan Doyle. He",n/a,likes novels that consumes brain power.,likes violence.,likes machine learning.,likes Arthur Conan Doyle.
n/a,An officer shines a light in the driver's eyes. The officer,n/a,asks if they've been drinking.,shines a light into his own eyes.,drives him to the light.,drives into the side of a jail.
n/a,Jean Claude is talking to his son. He,n/a,is asking if he needs help with his work.,is talking about the potential of the Quantum Computation in a seminar.,is describing the reason why the American Society is confused about the upcoming elections.,starts violently hitting his child.
n/a,Joseph really hates economics and wants to switch majors. He,n/a,contemplates for a week before deciding.,wishes he wasn't a student,hates everything,decides to drop out of college
n/a,"I go out dancing every day unless it is a Saturday. Hence, I",n/a,do not dance on Saturday.,dance like crazy.,dance on the weekend.,enjoy the weekend.
n/a,A girl finishes her homework assignment. She,n/a,gives a sigh of relief.,writes her name on a clean sheet of paper.,gives herself a homework grade.,submits selfies to her professor.
n/a,A thug starts a fight with the bartender over a bar tab. The thug,n/a,starts yelling foul words,drinks the bar tab,drinks the bartender,hugs the bartender in fit of furious passion
n/a,A man wants to become a vegan. He,n/a,wants to help animals.,thinks his life is aimless.,can fit his whole fist in his mouth.,feels the pressure to graduate next year.
